"product_id","product_name","product_category","manufacturing_city","size","weight_kg","retail_price","cost_price","sku","supplier","active","quantity"
"469082","Memory Foam Pillow Lite","Home & Garden","Istanbul","M","4.34","99.99","39.08","SKU-61419","QualityGoods Corp",1,88
"240288","Cast Iron Skillet Pro","Home & Garden","Berlin","S","3.74","89.99","30.81","SKU-70480","ValueChain Partners",1,1997
"262934","Protein Bar Mini","Grocery","Shenzhen","L","1.8","29.99","17.04","SKU-51950","ValueChain Partners",1,530
"132792","SSD 1TB Elite","Electronics","Shenzhen","L","6.4","149.99","71.2","SKU-24413","QualityGoods Corp",1,1182
"691353","Jump Rope Max","Sports","Guangzhou","L","3.22","149.99","58.17","SKU-80282","TechParts Asia","",166
"783112","Coconut Water Basic","Grocery","Tokyo","M","1.56","74.99","44.01","SKU-49163","Global Supply Co.",1,1696
"361824","SSD 1TB Elite","Electronics","Berlin","XL","0.7","399.99","202.65","SKU-61894","EcoSource LLC",1,221
"734792","Graphic Tee Ultra","Apparel","Istanbul","8","1.18","124.99","32.78","SKU-18088","QualityGoods Corp",1,1695
"991993","Indoor Plant Pot Pro","Home & Garden","Guangzhou","L","1.54","9.99","3.0","SKU-75851","ValueChain Partners",1,1360
"784733","Nail Polish Set Standard","Beauty","Chennai","Unknown","4.8","39.99","9.4","SKU-58222","primematerials gmbh",1,1753
"880841","LED DESK LAMP MAX","Home & Garden","Tokyo","L","2.49","9.99","3.76","SKU-87158","FastShip Ltd","",1924
"211834","Vitamin C Serum Standard","Beauty","Unknown","L","4.14","24.99","5.38","SKU-75482","PrimeMaterials GmbH",1,1598
"437960","Yoga Pants Plus","Apparel","Los Angeles","M","4.56","89.99","27.82","SKU-35688","FastShip Ltd",1,1099
"802371","Car Phone Mount Max","Automotive","Chennai","L","4.7","19.99","8.52","SKU-88604","PrimeMaterials GmbH",1,1910
"693643","Gaming Mouse Basic","Electronics","Berlin","L","6.05","499.99","230.36","SKU-62329","EcoSource LLC",1,1506
"185847","Fitness Tracker Elite","Sports","Shanghai","L","2.38","124.99","52.42","SKU-55504","Global Supply Co.",1,3
"619696","Running Shorts Pro","Apparel","Chennai","XL","3.51","199.99","60.71","SKU-42354","PrimeMaterials GmbH",1,1030
"216242","Unknown","Sports","Warsaw","N/A","0.49","124.99","56.02","SKU-98802","MegaManufacture Inc",1,1314
"113266","Stainless Steel Pan Basic","Home & Garden","Istanbul","M","3.79","149.99","56.75","SKU-72176","MegaManufacture Inc",1,1606
"558339","GPS Navigator Standard","Automotive","Seoul","N/A","7.75","249.99","112.49","SKU-24483","QualityGoods Corp",1,1770
"176517","titanium watch band premium","Jewelry","Chicago","One Size","0.2","299.99","53.8","SKU-17453","MegaManufacture Inc",1,1483
"883301","Building Blocks Max","Toys & Games","Detroit","One Size","1.11","74.99","29.84","SKU-76031","MegaManufacture Inc",1,381
"763393","Mechanical Keyboard Plus","Electronics","Berlin","L","5.12","24.99","11.37","SKU-90029","QualityGoods Corp",1,1097
"698384","Unknown","Home & Garden","Shanghai","L","1.15","199.99","63.95","SKU-65398","QualityGoods Corp",1,905
"898025","Eye Cream Standard","Beauty","Chennai","XL","4.32","499.99","127.97","SKU-50509","FastShip Ltd","",417
"446290","Gym Gloves Pro","Sports","Guangzhou","XXL","0.61","49.99","17.0","SKU-71769","ValueChain Partners",1,617
"372273","Gaming Mouse Basic","Electronics","Los Angeles","L","2.76","149.99","77.51","SKU-30334","FastShip Ltd",1,507
"738457","Tablet 10"" Elite","Electronics","Chicago","L","1.81","49.99","23.84","SKU-53821","FastShip Ltd",1,1288
"266931","Play-Doh Set Mini","Toys & Games","Shanghai","S","3.61","149.99","59.45","SKU-36277","TechParts Asia",1,949
"541409","Bluetooth Speaker Basic","Electronics","Shenzhen","XL","6.92","74.99","35.5","SKU-20025","TechParts Asia",1,1899
"701987","Beanie Hat Mini","Apparel","Guangzhou","XL","2.18","299.99","82.04","SKU-48679","FastShip Ltd",1,1409
"947272","Eye Cream Plus","Beauty","Chicago","XXL","3.08","14.99","3.79","SKU-77943","Unknown",1,780
"584487","Wool Blazer Standard","Apparel","Los Angeles","L","1.07","49.99","15.67","SKU-63329","Global Supply Co.",1,410
"704788","Slim Fit Jeans Lite","Apparel","Tokyo","Unknown","1.66","149.99","38.25","SKU-99140","MegaManufacture Inc",1,935
"796643","4K Smart TV Pro","Electronics","Warsaw","S","0.92","14.99","5.92","SKU-93153","ValueChain Partners",1,895
"326040","Webcam HD Mini","Electronics","Shenzhen","XS","4.22","499.99","254.75","SKU-51876","FastShip Ltd","",739
"630829","Car Phone Mount Premium","Automotive","Los Angeles","XXL","9.67","14.99","6.41","SKU-32334","Global Supply Co.",1,1796
"819425","Beanie Hat Elite","Apparel","Bangalore","XL","0.2","59.99","15.95","SKU-63338","PrimeMaterials GmbH",1,1150
"297377","Floral Sundress Standard","Apparel","Shanghai","XXL","0.52","39.99","10.78","SKU-82955","QualityGoods Corp",1,993
"525187","Hydrating Moisturizer Pro","Beauty","Shanghai","S","1.92","89.99","19.18","SKU-60155","FastShip Ltd",1,917
"744718","Floral Sundress Pro","Apparel","Los Angeles","M","2.59","59.99","17.89","SKU-82813","ValueChain Partners",1,1282
"906814","Cotton Bath Towel Standard","Home & Garden","Chicago","S","3.17","14.99","5.22","SKU-23041","Unknown",1,854
"841122","Slim Fit Jeans Plus","Apparel","Shanghai","N/A","3.73","399.99","123.08","SKU-67735","TechParts Asia",1,555
"464354","Unknown","Electronics","Mexico City","L","3.35","24.99","11.6","SKU-74956","PrimeMaterials GmbH",1,1066
"313068","Matte Lipstick Premium","Beauty","Los Angeles","M","3.32","299.99","65.54","SKU-23788","QualityGoods Corp","",1033
"238197","Honey Raw Max","Grocery","Istanbul","One Size","1.66","124.99","74.23","SKU-47274","ValueChain Partners",1,1321
"176421","Car Phone Mount Pro","Automotive","Bangalore","M","5.35","299.99","155.29","SKU-62675","Global Supply Co.","",1559
"777308","Garden Hose Ultra","Home & Garden","Berlin","M","3.81","19.99","7.63","SKU-22418","TechParts Asia",1,553
"105919","LED Desk Lamp Premium","Home & Garden","Shanghai","L","2.14","59.99","19.75","SKU-15358","Global Supply Co.",1,1949
"389511","Action Figure Basic","Toys & Games","Ho Chi Minh City","M","1.15","499.99","191.44","SKU-11459","ValueChain Partners",1,802
"690982","Resistance Bands Premium","Sports","Shanghai","N/A","0.48","34.99","15.89","SKU-11871","FastShip Ltd",1,766
"151470","Bluetooth Speaker Standard","Electronics","Istanbul","XL","4.65","299.99","150.45","SKU-81631","EcoSource LLC",1,1623
"228594","Fitness Tracker Mini","Sports","Guangzhou","XXL","4.62","49.99","18.39","SKU-38710","TechParts Asia",1,880
"413369","Foam Roller Standard","Sports","Ho Chi Minh City","XL","4.8","19.99","7.22","SKU-15290","MegaManufacture Inc",1,1072
"489244","Card Game Standard","Toys & Games","Shenzhen","M","2.07","49.99","16.89","SKU-13989","ValueChain Partners",1,757
"327357","Unknown","Beauty","Bangalore","L","0.31","39.99","11.26","SKU-87791","FastShip Ltd",1,993
"341192","LED Desk Lamp Max","Home & Garden","Shanghai","M","0.94","249.99","78.16","SKU-96549","EcoSource LLC",1,602
"651273","Bluetooth Speaker Plus","Electronics","Mexico City","L","6.15","29.99","14.7","SKU-77520","QualityGoods Corp",1,220
"617077","Running Shorts Mini","Apparel","Shenzhen","XL","0.19","99.99","34.38","SKU-50176","ValueChain Partners",1,136
"536045","Water Guns Pro","Toys & Games","Guangzhou","XL","1.83","149.99","48.73","SKU-89625","EcoSource LLC",1,1524
"775990","Matte Lipstick Standard","Beauty","Istanbul","L","0.18","49.99","11.99","SKU-24745","PrimeMaterials GmbH",1,1303
"231113","Running Shorts Ultra","Apparel","Detroit","L","3.02","14.99","4.28","SKU-67043","TechParts Asia",1,510
"448121","Running Shorts Mini","Apparel","Warsaw","L","0.95","19.99","6.14","SKU-59035","TechParts Asia",1,445
"985885","Rice Cakes Premium","Grocery","Chicago","XL","0.96","34.99","20.95","SKU-85153","TechParts Asia",1,1796
"800646","Mechanical Keyboard Lite","Electronics","Istanbul","L","5.73","39.99","17.33","SKU-45162","Global Supply Co.",1,580
"397058","Coconut Water Max","Grocery","Detroit","L","1.4","34.99","21.41","SKU-67565","ValueChain Partners",1,293
"220675","Cotton Bath Towel Max","Home & Garden","Berlin","XXL","2.1","9.99","3.3","SKU-17716","ValueChain Partners",1,1763
"141797","Hair Mask Lite","Beauty","Istanbul","XL","4.71","49.99","11.7","SKU-24448","QualityGoods Corp",1,1933
"836333","Building Blocks Elite","Toys & Games","Los Angeles","XL","1.5","499.99","152.03","SKU-34888","EcoSource LLC","",911
"809083","Car Phone Mount Ultra","Automotive","Chennai","S","6.56","34.99","18.51","SKU-25972","MegaManufacture Inc",1,809
"702427","Yoga Mat Premium","Sports","Guangzhou","L","0.18","59.99","21.61","SKU-29591","Global Supply Co.","",1574
"309100","Dark Chocolate Bar Lite","Grocery","Ho Chi Minh City","M","0.8","249.99","127.8","SKU-78985","EcoSource LLC",1,1170
"545120","Tablet 10"" Max","Electronics","Berlin","Unknown","6.83","124.99","54.24","SKU-69830","QualityGoods Corp",1,1292
"424065","Bluetooth Speaker Elite","Electronics","Mexico City","XS","2.88","89.99","36.51","SKU-57767","FastShip Ltd",1,1413
"640659","Gym Gloves Max","Sports","Guangzhou","XXL","4.59","124.99","46.25","SKU-21396","QualityGoods Corp",1,1777
"224870","Wireless Headphones Elite","Electronics","Istanbul","Unknown","2.74","39.99","16.43","SKU-33301","FastShip Ltd",1,1303
"486996","LED Desk Lamp Mini","Home & Garden","Berlin","M","2.0","34.99","12.89","SKU-87504","ValueChain Partners","",76
"831510","Hydrating Moisturizer Plus","Beauty","Chennai","L","1.0","34.99","9.65","SKU-63876","ValueChain Partners","",1876
"930924","Tablet 10"" Standard","Electronics","Chicago","L","1.44","249.99","97.38","SKU-29175","MegaManufacture Inc",1,1667
"776856","Jump Rope Premium","Sports","Bangalore","S","1.44","124.99","44.47","SKU-79168","MegaManufacture Inc","",1853
"116405","Dumbbell Set Lite","Sports","Shanghai","Unknown","3.72","89.99","35.79","SKU-98969","EcoSource LLC",1,1169
"926730","Floral Sundress Lite","Apparel","Mexico City","M","0.83","399.99","119.39","SKU-97728","EcoSource LLC","",1964
"770593","Jump Starter Lite","Automotive","Berlin","One Size","3.91","499.99","258.37","SKU-73480","EcoSource LLC",1,853
"171744","Garden Hose Elite","Home & Garden","Chicago","L","2.54","249.99","89.52","SKU-94355","PrimeMaterials GmbH",1,1872
"175902","Running Shorts Standard","Apparel","Guangzhou","M","1.53","34.99","10.67","SKU-90516","TechParts Asia",1,625
"848831","Tablet 10"" Standard","Electronics","Chicago","S","5.86","9.99","4.76","SKU-56404","TechParts Asia",1,1748
"571579","Jump Rope Pro","Sports","Detroit","M","3.89","59.99","24.09","SKU-19835","Global Supply Co.",1,642
"639031","Eyebrow Pencil Basic","Beauty","Chicago","L","4.09","74.99","20.69","SKU-83988","TechParts Asia",1,1189
"647341","Unknown","Apparel","Berlin","XS","2.1","124.99","35.82","SKU-18789","FastShip Ltd",1,67
"648102","Eye Cream Mini","Beauty","Mexico City","N/A","2.12","34.99","7.51","SKU-93317","ValueChain Partners",1,823
"395442","Throw Blanket Lite","Home & Garden","Unknown","M","4.03","34.99","10.44","SKU-78060","TechParts Asia",1,682
"452737","Air Purifier Max","Home & Garden","Ho Chi Minh City","M","3.15","9.99","3.35","SKU-60934","ValueChain Partners",1,1641
"860480","Cotton Bath Towel Plus","Home & Garden","Chennai","Unknown","0.38","89.99","31.71","SKU-58456","EcoSource LLC",1,1504
"425434","Business Strategy Guide Standard","Books","Seoul","One Size","4.03","149.99","54.14","SKU-31475","TechParts Asia",1,383
"220190","Bluetooth Speaker Plus","Electronics","Mexico City","Unknown","3.93","89.99","45.2","SKU-98856","MegaManufacture Inc","",1846
"234618","Running Shorts Standard","Apparel","Istanbul","XL","2.88","49.99","15.84","SKU-48863","TechParts Asia",1,1975
"287143","Building Blocks Mini","Toys & Games","Unknown","S","2.13","39.99","13.97","SKU-80802","FastShip Ltd",1,1530
"946313","Webcam HD Ultra","Electronics","Detroit","Unknown","3.64","9.99","4.18","SKU-59864","EcoSource LLC",1,713
"763653","MOTOR OIL 5W-30 LITE","Automotive","Ho Chi Minh City","One Size","11.28","49.99","23.28","SKU-63577","PrimeMaterials GmbH",1,249
"838253","Spice Rack Lite","Home & Garden","Mexico City","L","2.94","99.99","29.88","SKU-94039","Global Supply Co.",1,1745
"486251","Cast Iron Skillet Mini","Home & Garden","Chennai","L","3.38","399.99","136.07","SKU-47391","ValueChain Partners",1,956
"835381","Unknown","Apparel","Mexico City","S","3.43","29.99","9.04","SKU-95771","Global Supply Co.","",1203
"536390","Cast Iron Skillet Lite","Home & Garden","Shanghai","One Size","1.58","19.99","7.44","SKU-16509","FastShip Ltd",1,1710
"356600","Oxford Shirt Mini","Apparel","Guangzhou","L","1.87","29.99","7.7","SKU-97926","ValueChain Partners","",1019
"508926","Throw Blanket Premium","Home & Garden","Istanbul","XS","2.69","499.99","195.19","SKU-46432","EcoSource LLC",1,1736
"315651","EYEBROW PENCIL PREMIUM","Beauty","Seoul","Unknown","4.25","19.99","4.89","SKU-87373","MegaManufacture Inc",1,1632
"781463","Running Shorts Max","Apparel","Ho Chi Minh City","XL","1.28","299.99","98.53","SKU-60445","EcoSource LLC",1,1571
"856035","Oxford Shirt Pro","Apparel","Ho Chi Minh City","XL","0.33","19.99","5.94","SKU-42434","QualityGoods Corp",1,1414
"665990","Slim Fit Jeans Standard","Apparel","Istanbul","L","4.08","149.99","43.88","SKU-47034","EcoSource LLC","",81
"376195","SSD 1TB Ultra","Electronics","Ho Chi Minh City","M","4.84","499.99","237.55","SKU-69894","EcoSource LLC",1,1335
"685864","Spice Rack Elite","Home & Garden","Warsaw","N/A","2.18","39.99","12.11","SKU-57424","TechParts Asia","",1775
"404561","Matte Lipstick Mini","Beauty","Chicago","XL","0.23","24.99","5.82","SKU-89232","ValueChain Partners",1,1521
"429119","Tablet 10"" Ultra","Electronics","Unknown","L","2.83","29.99","12.92","SKU-75676","ValueChain Partners",1,1144
"169326","USB-C Hub Mini","Electronics","Mexico City","S","5.59","9.99","4.38","SKU-41255","PRIMEMATERIALS GMBH",1,366
"906519","Throw Blanket Elite","Home & Garden","Chicago","M","3.22","124.99","38.66","SKU-86034","EcoSource LLC",1,1065
"442622","Puzzle 1000pc Elite","Toys & Games","Warsaw","S","3.71","39.99","12.97","SKU-20378","TechParts Asia",1,1361
"552202","ORGANIC COFFEE BEANS BASIC","Grocery","Shenzhen","M","0.27","24.99","13.19","SKU-47461","FastShip Ltd",1,1881
"489776","Jump Starter Plus","Automotive","Detroit","L","4.05","29.99","16.78","SKU-61215","PrimeMaterials GmbH",1,273
"360651","Leather Belt Lite","Apparel","Los Angeles","XL","4.57","19.99","6.36","SKU-82979","PrimeMaterials GmbH",1,805
"223967","Cotton Bath Towel Pro","Home & Garden","Ho Chi Minh City","S","0.9","299.99","108.09","SKU-23821","ValueChain Partners",1,1068
"501779","Smart Watch Lite","Electronics","Ho Chi Minh City","XXL","7.69","34.99","15.23","SKU-62880","TechParts Asia",1,887
"261169","Unknown","Apparel","Mexico City","S","0.92","49.99","12.88","SKU-14577","Global Supply Co.","",1488
"899049","Running Shorts Plus","Apparel","Warsaw","L","2.65","249.99","72.85","SKU-46945","Global Supply Co.",1,1817
"624369","Board Game Classic Mini","Toys & Games","Shenzhen","L","2.25","124.99","45.03","SKU-17335","Global Supply Co.",1,1970
"939756","WIRELESS HEADPHONES MINI","Electronics","Unknown","XL","4.28","9.99","4.8","SKU-86875","PrimeMaterials GmbH",1,1653
"499371","Steering Wheel Cover Elite","Automotive","Detroit","M","10.14","499.99","224.28","SKU-72486","PrimeMaterials GmbH",1,1687
"474795","Webcam HD Plus","Electronics","Chicago","Unknown","6.66","19.99","9.04","SKU-20150","ValueChain Partners",1,1087
"829630","Slim Fit Jeans Plus","Apparel","Detroit","XXL","0.67","14.99","4.68","SKU-89629","MegaManufacture Inc",1,229
"809922","Honey Raw Max","Grocery","Shenzhen","7","1.23","149.99","86.4","SKU-66596","EcoSource LLC",1,1362
"641218","Mechanical Keyboard Max","Electronics","Chennai","L","2.66","199.99","94.6","SKU-69099","ValueChain Partners",1,136
"884645","Stuffed Animal Basic","Toys & Games","Ho Chi Minh City","M","4.0","399.99","128.96","SKU-46936","FastShip Ltd",1,1672
"723870","Resistance Bands Max","Sports","Guangzhou","L","4.85","99.99","45.74","SKU-81970","Global Supply Co.",1,996
"261450","4K Smart TV Pro","Electronics","Istanbul","M","3.47","199.99","90.03","SKU-99575","MegaManufacture Inc",1,1814
"332335","4K Smart TV Ultra","Electronics","Warsaw","XXL","3.23","399.99","191.77","SKU-60539","Unknown",1,1746
"352572","Leather Belt Max","Apparel","Mexico City","XL","1.83","399.99","106.87","SKU-14264","QualityGoods Corp",1,1290
"384459","Graphic Tee Standard","Apparel","Ho Chi Minh City","XL","0.89","89.99","30.73","SKU-97445","ValueChain Partners",1,1819
"814138","Yoga Mat Elite","Sports","Unknown","L","2.07","499.99","209.75","SKU-50489","ValueChain Partners",1,1799
"267753","Stainless Steel Pan Lite","Home & Garden","Istanbul","M","1.67","49.99","19.49","SKU-36314","ecosource llc",1,1698
"187295","Air Purifier Ultra","Home & Garden","Detroit","M","1.41","99.99","34.37","SKU-50940","FastShip Ltd",1,629
"666157","SSD 1TB Premium","Electronics","Chicago","S","7.69","19.99","8.66","SKU-79785","FastShip Ltd",1,775
"575301","Memory Foam Pillow Pro","Home & Garden","Unknown","Unknown","1.23","399.99","142.04","SKU-58290","QualityGoods Corp","",1266
"659572","Tire Pressure Gauge Pro","Automotive","Detroit","L","8.35","199.99","91.85","SKU-80268","Global Supply Co.","",1048
"329642","Slim Fit Jeans Mini","Apparel","Chicago","L","2.22","499.99","140.08","SKU-88629","Global Supply Co.",1,1613
"331148","Microfiber Cloth Set Ultra","Automotive","Mexico City","L","9.52","124.99","55.29","SKU-75456","ValueChain Partners",1,594
"846794","Yoga Pants Pro","Apparel","Ho Chi Minh City","L","2.66","39.99","10.93","SKU-66141","ValueChain Partners",1,1600
"213609","Floral Sundress Premium","Apparel","Chicago","L","1.53","74.99","25.07","SKU-26278","FastShip Ltd",1,1923
"377860","Leather Belt Premium","Apparel","Warsaw","XL","3.52","34.99","10.59","SKU-81314","QualityGoods Corp",1,1567
"440998","Oxford Shirt Elite","Apparel","Warsaw","S","4.22","249.99","74.69","SKU-88539","TechParts Asia","",248
"283291","Garden Hose Lite","Home & Garden","Los Angeles","One Size","4.13","19.99","7.73","SKU-27779","QualityGoods Corp","",1782
"883790","Almond Butter Max","Grocery","Chennai","S","2.48","49.99","30.23","SKU-47002","ValueChain Partners",1,1287
"155708","Webcam HD Pro","Electronics","Berlin","One Size","2.45","24.99","9.89","SKU-28603","TechParts Asia","",1148
"922041","Air Purifier Max","Home & Garden","Shanghai","XL","1.77","34.99","13.89","SKU-61509","MegaManufacture Inc",1,374
"301332","Eyebrow Pencil Pro","Beauty","Chicago","XL","2.48","89.99","24.64","SKU-71509","PrimeMaterials GmbH",1,328
"706739","Unknown","Apparel","Shenzhen","L","4.15","49.99","16.95","SKU-66504","ValueChain Partners",1,1417
